,transgene,reporter,brain_region,spines,apical_intact,specimen_id,adaptation,avg_isi,electrode_0_pa,f_i_curve_slope,fast_trough_t_long_square,fast_trough_t_ramp,fast_trough_t_short_square,fast_trough_v_long_square,fast_trough_v_ramp,fast_trough_v_short_square,has_burst,has_delay,has_pause,hero_first_last_adratio,hero_first_mean_adratio,hero_second_last_adratio,id,input_resistance_mohm,latency,max_rate_first_last_adratio,max_rate_first_mean_adratio,max_rate_long_square,max_rate_second_last_adratio,mouse_line,peak_t_long_square,peak_t_ramp,peak_t_short_square,peak_v_long_square,peak_v_ramp,peak_v_short_square,rheo_first_spike_hw,rheobase_sweep_id,rheobase_sweep_number,ri,sag,seal_gohm,slow_trough_t_long_square,slow_trough_t_ramp,slow_trough_t_short_square,slow_trough_v_long_square,slow_trough_v_ramp,slow_trough_v_short_square,tau,threshold_i_long_square,threshold_i_ramp,threshold_i_short_square,threshold_t_long_square,threshold_t_ramp,threshold_t_short_square,threshold_v_long_square,threshold_v_ramp,threshold_v_short_square,thumbnail_sweep_id,trough_t_long_square,trough_t_ramp,trough_t_short_square,trough_v_long_square,trough_v_ramp,trough_v_short_square,upstroke_downstroke_ratio_long_square,upstroke_downstroke_ratio_ramp,upstroke_downstroke_ratio_short_square,vm_for_sag,vrest
761,Rorb,negative,VISp5,spiny,intact,484559000,0.00815397807491,78.9129166667,21.90812462,0.14872060886,1.109125,4.86082833333,1.024905,-45.9062538147,-49.7500025431,-53.3062522888,False,False,False,0.83486179696,0.824833281413,1.04181363432,484579736,113.40336,0.04462,0.500639795266,0.563360809683,24.0,0.784282362977,Rorb-IRES2-Cre,1.107065,4.85904666667,1.023385,29.5000019073,31.9687506358,32.2625011444,0.00065,484564045,42,118.437536061,0.103550091386,2.254352896,1.13875,4.896285,1.194107,-55.7812538147,-58.4479192098,-72.9062545776,12.5565277604,170.0,96.0,949.999938965,1.10666,4.85863166667,1.023036,-40.0625038147,-41.0833358765,-52.2500022888,484564049,1.13875,4.896285,1.194107,-55.7812538147,-58.4479192098,-72.9062545776,3.05927547343,2.88852425506,2.95132283616,-83.21875,-71.911895752
782,Rorb,negative,VISp5,spiny,intact,488680917,0.0174113841527,59.7703125,-36.1287492978,0.182812500383,1.10239,7.15238666667,1.0245275,-50.25,-49.583337148,-54.9375025431,False,False,False,0.592834104614,0.70729093143,0.69183845183,488682515,80.333384,0.038195,0.351259360109,0.380304670703,30.0,0.74540503744,Rorb-IRES2-Cre,1.10089,7.15089666667,1.0233375,37.7500038147,42.3958346049,41.7395858765,0.000595,488681485,40,76.8749639392,0.112992487848,2.06437504,1.131645,7.17970333333,1.07406,-53.7812538147,-54.614587148,-69.1979204814,11.2055744776,170.0,153.25,800.0,1.100515,7.15050333333,1.023015,-39.3125,-36.8645858765,-49.7447929382,488681489,1.131645,7.17970333333,1.07406,-53.7812538147,-54.614587148,-69.1979204814,3.04156518559,2.86334634821,2.69852495205,-77.4375076294,-68.0420913696
903,Rorb,negative,VISp5,spiny,intact,479492800,0.0258972299366,93.7315,-15.1906247997,0.152889160112,1.634785,3.53411666667,1.024824,-48.8750038147,-51.5312525431,-52.1375015259,False,False,False,0.623925397057,0.685255223697,0.938462285687,479509545,101.892496,0.040735,0.271542979178,0.275280290729,22.0,0.154511478911,Rorb-IRES2-Cre,1.633235,3.532515,1.023318,40.4062538147,41.2708358765,39.4500022888,0.00069,479499948,39,94.1405743361,0.143868207932,2.849462272,1.708035,3.60182666667,1.092166,-55.03125,-55.5000025431,-64.5062515259,22.6571939115,70.0,62.7916692098,610.0,1.63278,3.53205166667,1.022911,-40.7812538147,-44.0625012716,-49.9000022888,479499936,1.708035,3.60182666667,1.092166,-55.03125,-55.5000025431,-64.5062515259,2.61057430583,2.74440837339,2.81477551807,-73.65625,-62.6735153198
953,Rorb,negative,VISp5,spiny,intact,488679042,-0.00277930955092,103.759375,-0.785624983037,0.14486679961,1.708825,8.77029166667,1.024819,-49.5937538147,-53.9791704814,-56.6062522888,False,False,False,1.03962237162,1.05070023793,0.994707481047,488679910,126.429912,0.08552,0.280906045621,0.290045139407,33.0,1.22092837773,Rorb-IRES2-Cre,1.70733,8.768945,1.023534,40.6562538147,43.7395858765,40.5875015259,0.00059,488679290,74,47.6560592651,0.180735513568,3.045497344,1.75079,8.81142666667,1.232941,-56.625,-57.7395858765,-78.4187545776,10.14305734,190.0,193.708333333,1160.0,1.706955,8.76857166667,1.023188,-42.4375,-42.7187525431,-55.3250015259,488679277,1.75079,8.81142666667,1.232941,-56.625,-57.7395858765,-78.4187545776,2.92868072764,2.89577383713,2.85258836677,-83.4687576294,-76.9375152588
222,Rorb,negative,VISp5,spiny,truncated,502143555,0.0178676858025,53.8305882353,-2.14249993614,0.229244306418,1.0765,3.10796666667,1.025136,-47.375,-46.5937512716,-50.9125030518,False,False,False,0.56425831202,0.655760993094,0.671035805627,509716679,269.279008,0.02366,0.421945137157,0.512010351232,30.0,0.586034912718,Rorb-IRES2-Cre,1.0734,3.10372666667,1.022332,40.125,36.9166692098,40.6562507629,0.00104,509696551,27,295.781284571,0.0240890197456,1.39351936,1.08758,3.12294,1.858712,-52.0625038147,-52.8125025431,-66.7750030518,28.0158860518,70.0,52.0833333333,600.0,1.07284,3.10307333333,1.021884,-35.9375038147,-33.5208358765,-44.0312530518,509696562,1.08758,3.12294,1.858712,-52.0625038147,-52.8125025431,-66.7750030518,4.26967857393,3.72747868224,4.84223618501,-97.3437576294,-66.4731826782
679,Rorb,negative,VISp5,spiny,truncated,480169278,0.0500255723833,47.65675,11.2662500856,0.208000018424,1.090485,5.36871166667,1.025045,-44.3125038147,-48.3750012716,-47.9375038147,False,False,False,0.0917860553964,0.10082517167,0.686437440306,480182994,165.299696,0.031255,0.133976589687,0.14788529877,35.0,0.278234735843,Rorb-IRES2-Cre,1.08861,5.36662666667,1.02346833333,27.7500019073,38.7604192098,36.0000025431,0.00082,480178943,44,143.437504768,0.0669711306691,1.866573952,1.12427,5.3997,1.43527666667,-44.3750038147,-54.2395858765,-79.3020884196,33.1307295566,110.0,108.666666667,780.0,1.088055,5.36612166667,1.02302166667,-40.53125,-39.6041692098,-48.552087148,480178927,1.09061,5.3997,1.43527666667,-44.4062538147,-54.2395858765,-79.3020884196,2.8333050309,2.9591210637,3.19207628234,-90.0937576294,-78.5190200806
821,Rorb,negative,VISp5,spiny,truncated,480090260,0.0524242615277,59.4143333333,-9.33624965532,0.248437512836,1.1328,5.12838,1.02495375,-45.0,-44.6354192098,-44.804690361,False,False,False,0.186554110579,0.206431669126,0.797018784698,480092387,142.90768,0.04625,0.165496489468,0.190369773666,38.0,0.396355733868,Rorb-IRES2-Cre,1.13087,5.126295,1.02336375,30.8750019073,36.0208346049,31.6562509537,0.00077,480091300,42,189.84374404,0.0521616823971,3.546708224,1.163055,5.157325,1.382315,-52.3125,-51.114587148,-80.4687576294,25.6830827538,70.0,102.666666667,830.0,1.13039,5.125815,1.022955,-35.2187538147,-35.5208333333,-40.5468759537,480091278,1.163055,5.157325,1.382315,-52.3125,-51.114587148,-80.4687576294,3.00708299049,3.06939195182,3.02692807389,-97.6562576294,-80.6265106201
482,Rorb,negative,VISp6a,spiny,intact,488680211,0.168583359052,102.900555556,-57.1375030622,0.172527472527,1.070485,8.55146,1.0248775,-53.6562538147,-52.1250038147,-56.5859394073,False,False,False,0.0637116210835,0.20680160457,0.0982021227227,488680990,162.116224,0.019935,0.0829797551218,0.278805288629,20.0,0.104376288035,Rorb-IRES2-Cre,1.06905,8.55006,1.02346875,36.6875,36.375,36.2656269073,0.00066,488680403,43,156.875148416,0.117848098278,1.812949888,,8.562335,1.5328125,,-51.0625038147,-77.7187538147,13.1658530614,180.0,188.25,315.0,1.068595,8.549505,1.0230475,-37.2812538147,-34.375,-48.0781269073,488680393,1.070495,8.55167,1.5328125,-53.7812538147,-52.3437538147,-77.7187538147,2.24916270784,1.83511115629,2.46526598806,-88.8125076294,-77.3389129639
950,Rorb,negative,VISpm5,spiny,intact,479770916,0.0063427881375,90.144,-30.8943738647,0.140178573119,1.19128,6.36838666667,1.025125,-48.7500038147,-50.6250025431,-55.2708358765,False,False,False,0.892016376663,0.870107827476,1.00875696577,479771920,93.380736,0.072355,0.834415201227,0.854196652764,24.0,0.938864628821,Rorb-IRES2-Cre,1.18969,6.36692,1.023575,31.0000019073,34.9270833333,32.2083339691,0.00064,479771405,38,97.0313251019,0.220143258572,1.788497664,1.214865,6.398125,1.06529833333,-56.46875,-56.9583358765,-69.6666717529,15.0424318123,170.0,133.666666667,979.999938965,1.18928,6.36650833333,1.02320166667,-38.0937538147,-38.8541692098,-45.1770858765,479771411,1.214865,6.398125,1.06529833333,-56.46875,-56.9583358765,-69.6666717529,2.49057336729,2.50623086045,2.36987448877,-78.3125,-67.6262817383
126,Rorb,negative,VISpor6a,spiny,truncated,483091861,-0.00325336528786,82.5427272727,1.45687498523,0.190147785526,1.36367,3.23689166667,1.02577166667,-53.1562538147,-50.7291692098,-51.0416679382,False,False,False,1.08317834263,0.6350044605,1.75852448853,483098239,251.495632,0.050225,0.362004124712,0.390053122516,26.0,0.777022928545,Rorb-IRES2-Cre,1.35829,3.23273166667,1.02356,33.1250038147,36.1145846049,31.1041673024,0.001185,483096583,32,199.062615633,0.0607430078089,1.952912384,1.410715,3.27487833333,1.60437833333,-60.5625038147,-57.6979204814,-78.4479217529,22.7532316095,50.0,55.2916666667,0.0,1.357685,3.23216166667,1.02308,-40.53125,-39.1250025431,-44.9166704814,483096587,1.410715,3.27487833333,1.60437833333,-60.5625038147,-57.6979204814,-78.4479217529,3.8319875435,3.97380262889,3.58497084764,-98.9375076294,-77.5203857422
740,Rorb,negative,VISl4,aspiny,NA,488699635,0.0455757094747,30.7958,-35.6043770855,0.0268647281922,1.110005,1.92013166667,1.025895,-51.7187538147,-49.9583358765,-52.25,False,False,False,0.10211557835,0.181031179576,0.139664804469,488700094,399.456192,0.019655,0.10211557835,0.181031179576,26.0,0.139664804469,Rorb-IRES2-Cre,1.10756,1.91784666667,1.023375,28.0,30.4583358765,28.2500019073,0.000845,488699877,36,336.160749197,0.219637125731,1.42571456,,,1.453975,,,-72.96875,31.7485103415,20.0,22.4166666667,290.0,1.10708,1.91733666667,1.02295,-50.7812538147,-47.8125012716,-49.84375,488699865,1.11041,1.92097333333,1.453975,-51.7812538147,-50.2708358765,-72.96875,3.62436486794,3.80546807037,3.53615283926,-103.437507629,-71.4936523438
236,Rorb,negative,VISp2/3,aspiny,NA,480640846,-0.000225538113819,20.4315909091,12.7768750441,0.770838152089,1.700575,17.7480266667,1.02359,-54.625,-53.7916679382,-59.5729192098,False,False,False,0.962441314554,0.652176331216,0.950162513543,480643150,87.747248,0.49527,0.829139072848,0.903172284442,121.0,0.849668874172,Rorb-IRES2-Cre,1.699915,17.747325,1.02304916667,17.78125,17.0208336512,25.2916682561,0.00037,480641222,65,70.3126117587,0.0361727811396,1.60539584,,,1.483535,,,-73.9947954814,7.44621871119,430.000030518,418.166666667,573.333374023,1.69959,17.7470016667,1.02279916667,-30.3437519073,-28.9270846049,-44.0833352407,480641193,1.700585,17.7480933333,1.483535,-54.6562538147,-53.9375,-73.9947954814,1.07116841402,1.05608174094,1.21326592769,-81.5312576294,-73.1303710938
469,Rorb,negative,VISp2/3,aspiny,NA,486513293,0.00832869879888,6.650125,-22.1706247111,1.81250037738,1.02719,10.7138316667,1.02263,-61.5,-58.0833346049,-60.6000022888,False,False,False,0.52222765022,0.803744290521,0.513434294089,486519028,171.384576,0.00417,0.67143933685,0.790383306872,177.0,0.648078372268,Rorb-IRES2-Cre,1.026535,10.71316,1.022055,6.34375047684,10.4270839691,9.50625019073,0.000305,486514678,34,116.205468774,0.154039219022,2.102152832,,,1.388583,,,-66.4125030518,5.23591061764,230.0,242.33333842,440.0,1.026255,10.7128416667,1.021835,-36.3437538147,-29.760418574,-39.7562522888,486514682,1.027185,10.713895,1.388583,-61.5,-58.1562525431,-66.4125030518,1.26465574821,1.04636325794,1.33543107836,-81.1875,-66.2397689819
784,Rorb,negative,VISp2/3,aspiny,NA,479771670,0.0209720067004,50.5384210526,51.966871778,0.441304347141,1.117355,1.59833333333,1.02800333333,-51.9062538147,-51.3541704814,-52.833337148,False,False,False,0.467188859878,0.531081095154,0.683550913838,479772669,330.030464,0.026895,0.467188859878,0.531081095154,20.0,0.683550913838,Rorb-IRES2-Cre,1.112185,1.59463833333,1.02342333333,14.0937509537,22.947918574,12.3541673024,0.00126,479772366,32,450.000107288,0.0182883888483,1.941018368,1.132755,1.61791666667,1.73365333333,-56.1250038147,-54.9479204814,-66.0729166667,47.8952757473,10.0,14.3333333333,200.0,1.111475,1.59402666667,1.02285833333,-40.4687538147,-39.9166679382,-41.6562525431,479772370,1.132755,1.61791666667,1.73365333333,-56.1250038147,-54.9479204814,-66.0729166667,3.04308034041,3.36460691249,3.08180896206,-105.687507629,-63.7343978882
839,Rorb,negative,VISp2/3,aspiny,NA,488473535,0.00398578373106,20.8911111111,-8.50374978767,0.558726810189,1.256315,14.4932333333,1.024111,-59.4062538147,-58.5312538147,-61.9125007629,False,False,False,0.703734439834,0.81182852888,0.648547717842,488474973,101.41624,0.03454,0.747723132969,0.82797927989,100.0,0.749089253188,Rorb-IRES2-Cre,1.255405,14.492385,1.023315,12.0312509537,17.0937506358,20.4812511444,0.000365,488474396,57,63.124999404,0.0774718597531,1.198194048,,,1.524034,,,-78.6062545776,5.0684705493,340.0,336.791666667,839.999938965,1.255105,14.4920766667,1.02305,-37.09375,-34.8229179382,-46.5125030518,488474384,1.25663,14.49484,1.524034,-59.7187538147,-59.3437525431,-78.6062545776,1.34997980188,1.3543467442,1.47501984642,-85.4687576294,-78.4995117188
127,Rorb,negative,VISp4,aspiny,NA,488543754,0.0222389761056,31.8438888889,-24.8899997835,0.517568634365,1.14981,3.598395,1.024192,-66.6250076294,-63.9687525431,-65.675,False,False,False,0.31371007371,0.501195066208,0.369041769042,488574432,260.366384,0.019845,0.464859079558,0.517532156715,79.0,0.512665001784,Rorb-IRES2-Cre,1.149035,3.597595,1.023371,23.7500019073,29.6458346049,25.5062515259,0.000375,488552397,77,242.812544107,0.103102102876,1.68644736,1.162495,,1.385199,-62.6562538147,,-76.9562545776,20.2644295956,60.0000038147,64.4166666667,86.0000061035,1.148725,3.59728,1.023089,-48.8125,-44.4687512716,-47.6062515259,488552293,1.149855,3.598435,1.385199,-66.71875,-64.0416692098,-76.9562545776,1.70721237949,1.7272591557,1.78919873114,-102.375007629,-75.8486709595
162,Rorb,negative,VISp4,aspiny,NA,488491756,,,-39.0612472922,0.861266110983,1.028535,19.767565,1.023705,-65.4062576294,-55.0000038147,-65.882818222,False,False,False,,,,488492718,102.040768,0.01019,,,,,Rorb-IRES2-Cre,1.02797,19.766705,1.0231575,18.4062519073,-3.34375023842,23.9140629768,,488492380,113,60.624923557,0.0277576111257,1.429831808,1.27035,,1.328715,-45.46875,,-73.5937538147,6.62392519851,469.999969482,468.625030518,720.0,1.027695,19.766285,1.0229075,-44.2187538147,-31.5937519073,-48.1015634537,488492290,1.028565,19.767625,1.328715,-65.53125,-55.0937538147,-73.5937538147,1.24543687857,0.807722894218,1.26825315263,-80.7187576294,-73.8699874878
193,Rorb,negative,VISp4,aspiny,NA,484457747,0.0293578172153,49.8992105263,-6.88812548666,0.405916754915,1.105985,3.88992166667,1.0239425,-67.53125,-64.4062550863,-67.2291704814,False,False,False,0.346776550354,0.594498383584,0.330118651002,484475158,172.950768,0.01846,0.618779031188,0.582186172663,62.0,0.625414731254,Rorb-IRES2-Cre,1.10533,3.88929,1.023315,24.6562519073,34.9270846049,36.3125012716,0.0003,484464600,56,180.937498808,0.0619359202683,1.391171712,,,1.33633166667,,,-67.9635454814,11.6455635822,60.0000038147,71.75,290.0,1.105065,3.88895666667,1.0230325,-49.6875,-46.0833346049,-48.4322929382,484464554,1.106075,3.88996,1.33633166667,-67.71875,-64.5312525431,-67.9635454814,1.55087315841,1.34549095782,1.40934909062,-86.625,-67.2587738037
622,Rorb,negative,VISp4,aspiny,NA,479772774,0.00195728291898,15.8593548387,15.6599993389,0.789394082279,1.82255,15.08126,1.02386375,-60.7187538147,-59.2083358765,-63.0781269073,False,False,False,0.774058577406,0.874877959483,0.661087866109,479774327,96.157872,0.0092,0.599307159353,0.698533653116,134.0,0.676674364896,Rorb-IRES2-Cre,1.821805,15.0805416667,1.02316,11.5625,17.8125,18.6250009537,0.000375,479773652,48,69.2188665271,0.0101821534336,1.69616576,,,1.320365,,,-73.0234394073,5.25404273564,390.0,351.458333333,660.0,1.8215,15.0802333333,1.02291375,-34.9375,-33.0937519073,-45.4062519073,479773658,1.82258,15.0812966667,1.320365,-60.8125038147,-59.3229179382,-73.0234413147,1.2223857284,1.22390295887,1.42542061468,-80.8437576294,-72.5288772583
629,Rorb,negative,VISp4,aspiny,NA,488491186,0.0040100437503,13.7329545455,-16.1618756572,1.05112847257,1.036525,10.0145916667,1.02377416667,-67.28125,-59.5312538147,-64.4010442098,False,False,False,0.830044301248,0.750384774514,0.867901731776,488492030,135.326624,0.00775,0.645883293365,0.673225184709,167.0,0.725019984013,Rorb-IRES2-Cre,1.035955,10.0138516667,1.02314166667,13.0625,11.6354169846,16.7812504768,0.000275,488491370,53,92.187538743,0.0159245580435,1.522092928,1.053945,,1.46068416667,-45.4375038147,,-72.3750050863,6.49642373205,220.0,224.833333333,450.0,1.0357,10.0135416667,1.02289583333,-38.3437538147,-34.0729179382,-48.1614602407,488491344,1.036565,10.0146533333,1.46068416667,-67.3437576294,-59.6250025431,-72.3750050863,1.11542362684,1.20690982466,1.34824239445,-82.7500076294,-72.3018417358
716,Rorb,negative,VISp4,aspiny,NA,486514107,,6.395,20.6300011796,1.209479153,1.02643,12.14323,1.02400333333,-74.3437576294,-65.4479192098,-70.1770858765,False,False,False,,,,486521822,125.796392,0.004495,,,,,Rorb-IRES2-Cre,1.02592,12.1425566667,1.0233275,17.03125,9.61458365122,7.64062523842,,486518079,56,97.0312133431,0.0288263522089,2.434409984,,,1.42437083333,,,-77.6145846049,5.79119888704,320.0,278.041666667,78.3333282471,1.025665,12.142245,1.02308916667,-51.4375,-35.6250025431,-50.739587148,486518061,1.026465,12.14326,1.42437083333,-74.5625076294,-65.5625050863,-77.6145846049,1.13061463409,1.07889107279,1.32626515682,-88.46875,-77.458656311
940,Rorb,negative,VISp4,aspiny,NA,480777144,,,-9.7856245676,0.171409788466,1.025125,,1.02362,-63.8750038147,,-65.6875061035,False,False,False,,,,480779208,152.290912,0.003735,,,,,Rorb-IRES2-Cre,1.024615,,1.023122,23.53125,,25.9125019073,,480778078,46,100.156210363,0.00888780411333,2.524891648,1.2121,,1.217268,-41.0312538147,,-72.875,6.43772611127,410.0,,480.000030518,1.02434,,1.022874,-46.2187538147,,-48.4625015259,480778082,1.025155,,1.217268,-63.9375,,-72.875,1.15057866605,,1.14786074223,-83.15625,-72.4266815186
947,Rorb,negative,VISp4,aspiny,NA,488495740,0.0312493514284,38.8766,-35.0287472639,0.253637568593,1.162365,2.30569166667,1.02544,-51.0000038147,-51.1250038147,-53.0500007629,False,False,False,0.220694297529,0.295164700617,0.345802481008,488496427,234.839952,0.02494,0.2846807741,0.301284538461,38.0,0.412913727618,Rorb-IRES2-Cre,1.160265,2.30358666667,1.023385,40.5625038147,43.6354192098,41.9687522888,0.00082,488495879,44,311.875015497,0.136358827353,1.5042624,1.18963,,1.610914,-53.0000038147,,-70.2562515259,30.3518549806,30.0000019073,32.0833333333,350.0,1.159795,2.303095,1.022984,-46.1562538147,-45.1562525431,-46.2812522888,488495861,1.18963,2.30605666667,1.610914,-53.0000038147,-51.3854179382,-70.2562515259,4.11091772645,4.21319996307,4.06144663963,-98.25,-69.0778045654
86,Rorb,negative,VISp5,aspiny,NA,488493019,0.000579633661011,6.8375,3.81874957003,1.44280313599,1.027055,17.4238716667,1.024269,-68.03125,-55.864587148,-64.6250061035,False,False,False,0.975308641975,0.982084095064,0.977487291213,488493474,116.357096,0.004525,0.690950920245,0.821922848186,182.0,0.72009202454,Rorb-IRES2-Cre,1.026435,17.422895,1.023264,8.09375,-0.489583492279,-1.1375000596,0.000295,488493223,45,86.249999702,0.0265006907284,1.397585664,1.045805,,1.52411,-45.2500038147,,-72.7812530518,5.78607849192,330.0,410.083333333,208.0,1.026175,17.4225016667,1.023013,-43.0937538147,-31.4062506358,-43.9687522888,488493227,1.02711,17.4239033333,1.52411,-68.0937576294,-55.9479179382,-72.7812530518,1.16921555982,0.952700549472,1.44161173623,-83.0000076294,-72.0342941284
94,Rorb,negative,VISp5,aspiny,NA,488697964,0.000968815590518,11.9347590361,2.75749995754,0.99847874479,1.033995,10.68955,1.024375,-64.8750076294,-60.6875038147,-66.0859413147,False,False,False,0.851634534786,0.851294941878,0.853730092205,488698966,189.359568,0.008705,0.956236323851,1.03202301055,157.0,0.919037199125,Rorb-IRES2-Cre,1.03325,10.68863,1.02351625,21.6250019073,11.4895839691,26.1328139305,0.00036,488698151,44,128.90625,0.0209263004363,1.494587392,,,1.2445925,,,-76.8125076294,6.96672116826,249.999984741,241.708333333,0.0,1.03293,10.68823,1.02318125,-36.59375,-32.2916679382,-42.9062519073,488698155,1.034095,10.689605,1.2445925,-65.0000076294,-60.7812538147,-76.8125076294,1.24857210811,0.944878371224,1.30156456501,-92.1875,-76.2074356079
138,Rorb,negative,VISp5,aspiny,NA,484571248,0.0121303960415,41.5330434783,18.8368747683,0.552127701382,1.09369,6.06077875,1.024079,-58.46875,-57.8984384537,-60.4687522888,False,False,False,0.586551414459,0.629017230911,0.730354737315,484589096,261.690432,0.03375,0.465332286761,0.582744952965,32.0,0.563448456306,Rorb-IRES2-Cre,1.09294,6.05996625,1.023334,29.3125,27.4375014305,31.0562515259,0.00039,484582228,32,181.562542915,0.125875905156,4.269533696,,,1.272448,,,-81.0250045776,13.8579179702,110.0,125.968748093,288.0,1.09262,6.05960125,1.023009,-32.28125,-32.3671898842,-44.6562515259,484582232,1.09373,6.06082125,1.272448,-58.5625038147,-58.0078163147,-81.0250045776,1.31053373846,1.2455793743,1.41524092099,-99.875,-80.0200653076
298,Rorb,negative,VISp5,aspiny,NA,488496181,-0.0167132606274,41.3611363636,-12.385624644,0.516517857143,1.142825,20.6154416667,1.023995,-58.15625,-58.5312538147,-60.4937530518,False,False,False,2.12658782304,0.586903604064,0.802014892685,488496921,63.743776,0.08183,0.838472834068,0.667062821771,78.0,1.05090553108,Rorb-IRES2-Cre,1.14223,20.61482,1.023301,18.46875,17.0520839691,20.4000015259,0.0003,488496339,55,51.875077188,0.0170684121549,1.949952,,,1.036811,,,-68.96875,5.21302199886,570.0,489.833333333,0.0,1.14196,20.6145283333,1.023066,-32.28125,-31.8958346049,-43.0375015259,488496343,1.14285,20.6154666667,1.036811,-58.21875,-58.614587148,-68.9687515259,1.11142652903,1.05716845617,1.28097433731,-74.5,-68.5143127441
552,Rorb,negative,VISp5,aspiny,NA,484659182,0.0104710510266,48.5115,-20.1293755969,0.328125,1.11267,3.67428333333,1.02468416667,-56.5312538147,-54.0833358765,-57.7031269073,False,False,False,0.6709079342,0.76085051998,0.714986821776,484682591,121.674304,0.02909,0.358360966367,0.367169883819,49.0,0.686167693036,Rorb-IRES2-Cre,1.11088,3.67266,1.02328166667,29.4062519073,47.0104192098,39.2760429382,0.000725,484667260,42,217.321455479,0.17965914309,2.082355584,1.14541,3.71386333333,1.124005,-58.9687538147,-55.4479192098,-72.114587148,14.7226357023,50.0,66.2916666667,400.0,1.110355,3.67221,1.0229075,-48.1875,-43.5625012716,-49.7343775431,484667237,1.14541,3.71386333333,1.124005,-58.9687538147,-55.4479192098,-72.114587148,2.31421731642,2.80351764873,2.71493369133,-89.90625,-71.3147125244
738,Rorb,negative,VISp5,aspiny,NA,488683322,0.00789746954124,37.1017307692,19.9412500401,0.51887755102,1.07304,6.28020333333,1.023952,-60.21875,-60.4166692098,-62.0500022888,False,False,False,0.628945645056,0.647139621311,0.737000654879,488684494,174.243104,0.02624,0.566493955095,0.654198056997,80.0,0.67322970639,Rorb-IRES2-Cre,1.0723,6.279435,1.023235,31.3125038147,26.604168574,38.6500015259,0.000395,488683683,30,166.562616825,0.0643754303455,1.183368832,,,1.217308,,,-75.95,10.9619613022,130.0,131.458328247,530.0,1.071965,6.27904333333,1.022931,-33.75,-32.947918574,-44.5687515259,488683687,1.073095,6.28025833333,1.217308,-60.2812538147,-60.5625025431,-75.95,1.29231817654,1.14034711708,1.48378844126,-93.2812576294,-75.1968688965
744,Rorb,negative,VISp6a,aspiny,NA,488504814,-0.0424147579994,35.5504,-5.24624961529,1.12698117855,1.19808,11.63973,1.02406166667,-57.7812538147,-60.9062525431,-62.9583358765,False,False,False,11.2556610665,4.33440973941,2.18772826881,488551411,159.7648,0.007435,0.685936151855,0.766174199994,192.0,0.671268334771,Rorb-IRES2-Cre,1.19734,11.6391,1.0234,-1.0625,11.6875003179,5.53645857175,0.000335,488524302,54,122.187614441,0.181827917695,1.86739072,,,1.51516583333,,,-75.0104192098,7.20526106715,260.0,265.458333333,81.6666615804,1.19707,11.63882,1.02317083333,-35.40625,-34.9062525431,-48.8854198456,488524283,1.19808,11.639775,1.51516583333,-57.7812538147,-61.0208358765,-75.0104192098,1.26586832013,1.12506522893,1.42098043442,-87.4375,-73.8347930908
790,Rorb,negative,VISpm5,aspiny,NA,488681087,0.0830710759618,64.22,4.64874970116,0.332608712932,1.11937,6.80590333333,1.024085,-59.3125038147,-60.7291704814,-61.437502861,False,False,False,0.10941090746,0.151977577079,0.197354408385,488682725,152.272896,0.029165,0.250660703395,0.310921385784,50.0,0.251473876804,Rorb-IRES2-Cre,1.11868,6.80520166667,1.02340625,24.7500019073,24.3020846049,27.1875009537,0.00033,488682058,50,135.468676686,0.166319966316,1.6154944,1.14612,6.815035,1.18662375,-60.8750038147,-62.1666692098,-77.9843788147,12.9170286154,120.000007629,144.66666158,889.999938965,1.11839,6.80492,1.0231325,-42.53125,-41.0104179382,-48.7109394073,488682036,1.14612,6.815035,1.18662375,-60.8750038147,-62.1666692098,-77.9843788147,1.61600338636,1.51298503387,1.65550700482,-91.4375,-76.7527389526
37,Scnn1a-Tg2,positive,VISp4,spiny,intact,349621141,0.0851947249988,71.48125,-0.737499959106,0.154980441476,1.11038,4.75336,1.025275,-46.71875,-48.6041666667,-48.8515634537,False,False,False,0.30042937259,0.479636268252,0.469900105152,471659675,175.531408,0.04331,0.223570324575,0.327792165749,22.0,0.354173106646,Scnn1a-Tg2-Cre,1.10799,4.75147166667,1.02351875,26.75,41.4687525431,29.9531259537,0.000835,396427244,36,166.249960661,0.0216736476868,8.00103,1.12316,4.77429666667,,-51.03125,-53.8125012716,,25.0706619169,110.0,93.2916666667,0.0,1.107475,4.751035,1.0231025,-33.96875,-35.125,-39.3984375,396427248,1.12316,4.77429666667,1.36871,-51.03125,-53.8125012716,-70.0,2.61069683165,3.06545551207,2.68242670026,-92.84375,-76.9803619385
